brand,name,year,mileage,transmission,fuel,price,description,date
chevrolet,Chevrolet Aveo 2011,2011,"283,000 KM",Manual,Gas,"325,000","شيفرولية افيو ٢٠١١ مانيوال Chevrolet Aveo 
عداد ٢٨٣٠٠٠
فبريكا بالكامل ماعدا رفرفين ورا و ٢ اكصدام مرشوشين ف التوكيل من ٢٠١١
٢ فرد كاوتش انتاج ٢٠٢٥ و ٢ إنتاج ٢٠٢٤
بطارية شهر ١٢ -٢٠٢٥
رخصة سارية حتى ٨ - ٢٠٢٧
معمول جميع الصيانات بقطع غيار اصلية
سنتر & انذار
الفرش الاصلي لم يستخدم
مرور عين الصيرة - القاهرة
البيع بعقد مسجل
المعاينة : السيدة زينب",2026-04-19
chevrolet,Chevrolet Aveo 2017,2017,"162,000 KM",Automatic,Diesel,"450,000","افيو 2017 رخصه سنه باسمي مرور مدينه السادات مغيره باب ورا يمين خلع استيراد وراشه مرمات جمب الباب عداد162الف شرعي جنوط 14 كشافات ليد شبوره وكشافات ليد بيضا السعر 450الف باذن الله للتواصل 01210079019 
المعاينة مدينه السادات محافظه المنوفيه",2026-04-19
chevrolet,Chevrolet Captiva 2026,2026,0 KM,Automatic,Gas,"1,300,000","Chevrolet Captiva 2026
Not just an SUV... this is a smart family car that combines everything you need in one choice.

A modern and strong design gives you a distinctive presence on the road, with a spacious and comfortable interior that lets you enjoy every journey. 
Practical equipment, excellent space, and economical fuel consumption that suits daily use and travel.

Elegant design and modern shape
Spacious interior for the family
Comfort and stability on the road
Safety equipment and reliability of Chevrolet

Captiva 2026
A practical... comfortable choice... and offers real value for the price.
A car that takes you to work, errands, and travel without fatigue.",2026-04-19
chevrolet,Chevrolet Captiva 2026,2026,0 KM,Automatic,Gas,"1,310,000","Now with us at MASTERKEY AUTOMOTIVE on the occasion of the new branch opening: immediate delivery, the lowest price in Egypt, cash or installment, lowest down payment, lowest interest starting from 9.9%, insurance, gift, cash back",2026-03-31
chevrolet,Chevrolet Optra 2016,2016,"120,000 KM",Automatic,Diesel,"460,000","ممشي قليل مرور المنصورة حالتها ممتازة قياده سيدة برجاء التواصل واتساب 

A 2016 Chevrolet Optra is available for sale. The car has 120000 kilometers driven and comes with an automatic transmission. Exterior color is dark red. Key features include alloy wheels, air conditioning, remote keyless entry, front and back power windows, an alarm system, leather seats, and power steering. This listing provides the essential details in a straightforward manner for a clear comparison. The vehicle information is presented plainly to help you assess its condition and suitability.

Specifications: 120000 km driven. Transmission: Automatic. Exterior color: Dark red. Year: 2016. Features: alloy wheels, air conditioning, remote keyless, front power windows, back power windows, alarm, leather seats, power steering.

If you are interested, consider arranging a viewing or requesting more information. Contact options are typically available through the listing to proceed with a potential purchase or test drive.",2026-04-19
chevrolet,Chevrolet Captiva 2010,2010,"250,000 KM",Automatic,Gas,"550,000",العربيه مش محتاجه اي مصاريف,2026-04-18
chevrolet,Chevrolet Optra 2015,2015,"280,000 KM",Automatic,Gas,"450,000",نيو اوبترا ٢٠١٥ لون نبيتي كاملة أعلى فئة فتحة سقف ومالتي وفرامل abs وشاشة اندرويد ١٠ بوصة فرش جلد تيل وطنابير و بطارية جديد رشة جنبين فقط مسطحات ودواخل فابريكا زيت فتيس ايسن زيت ماتور مانول بوجيهات جديدة اصلي عفشة جيدة جدا ماتور الله اكبر ٢ كاوتش جديد و٢ متوسط فيها توكيل واحد مرور المعادي رخصة ٢٠٢٧/٦ المعاينة التجمع كل حاجة واضحة في الاعلان ياريت التواصل للجدية فقط لعدم ضياع الوقت,2026-04-18
chevrolet,Chevrolet Aveo 2016,2016,190 KM,Automatic,Gas,"500,000","شيفرولية افيو 2016 من النوادر 
اوتوماتيك فابريكة ماشية 190 ألف كيلو بها بعض المرمات البسيطة عاملة كل الصيانات كاوتش جديد بطارية جديدة رخصة لشهر 10/2027
من المالك مباشرة لا يوجد توكيلات",2026-04-18
chevrolet,Chevrolet Lanos 2017,2017,"170,000 KM",Manual,Gas,"385,000","موديل 2017 
عداد 170 الف 
فبريكه بالكامل 
رخصه سنه 
مطلوب 385 مرور مدينه نصر",2026-04-18
chevrolet,Chevrolet Optra 2018,2018,"150,000 KM",Automatic,Gas,"530,000","نيو اوبترا موديل 18 اعلى فئه اوتوماتيك فبريكا دواخل وراشه برا ماعدا السقف والشنطه. 
مقدمات تبدا من 20%بشرط استعلام وظيفى وبرنت تأمينى 
مقدمات تبدا من 30%لجميع فئات المجتمع 
ومش بس كده احنا كمان بنقدملك خدمه (هتهالى) بمعنى انه لو فى عربيه عجباك  من خارج المعرض وعايزنا نشتريهالك وخلصلك الاجراءات من خلال الموافقه البنكيه نظير عموله شرا . 
اڤرست اسهل واسرع الاجراءات واقل الفوايد واستلام فوررررررررى خلال 48ساعه . 
يلاااا مستنى ايه هات بطاقتك وتعالى . 
او قم بالتواصل معنا من خلال الواتس اب او الاتصال ع الارقام الاتيه . 
01115918771
01115918779
011114242442",2026-04-18
chevrolet,Chevrolet Aveo 2008,2008,"460,000 KM",Manual,Gas,"315,000","🚗✨ للبيع: شيفروليه أفيو 2008 بحالة ممتازة ✨🚗

🔥 فرصة مش هتتكرر لعشاق الحالة النضيفة 🔥

✔️ العربية فابريكا بره وجوه
✔️ حالة ممتازة جدًا – كل حاجة شغالة بدون أي مصاريف
✔️ جنوط سبور شكل رياضي مميز 😎
✔️ فرش جلد نظيف ومريح
✔️ موفرة جدًا في استهلاك البنزين 💰⛽
✔️ مناسبة للاستخدام اليومي والسفر

💯 العربية رخصه باسمى لحد شهر 8 والبيع بعقد مسجل
ملحوظه التكيف محتاج شحن فريون
📍 للمعاينة مدينه نصر عند السراجمول",2026-04-18
chevrolet,Chevrolet Optra 2021,2021,"29,000 KM",Automatic,Natural Gas,"650,000","نيو اوبترا ٢٠٢١ كسر زيرو عداد ٢٩ ألف فبريكه بالكامل 
إمكانية الكشف في التوكيل",2026-04-18
chevrolet,Chevrolet Aveo 2007,2007,0 KM,Manual,Gas,"310,000","افيو 2007 كوري مانوال 
فابريكه دواخل ورشه بره علي اللحم
كاوتش جديد 
بطاريه جديده 
سروجي جلد كامل
شاشه وكاميرا خلفيه
تكيف تلاجه
محتاجه شنبر هنراعي ده في السعر عند الجديه والاتفاق",2026-04-18
chevrolet,Chevrolet Aveo 2013,2013,"160,000 KM",Manual,Natural Gas,"400,000","فابريكه دواخل . راشه خارجى ماعدا السقف
كامله مانيوال . شاشه وكاميرا خلفيه",2026-04-17
chevrolet,Chevrolet Cruze 2010,2010,"210,000 KM",Automatic,Gas,"385,000",شيفروليه كروز 2010 استخدام بيتي حالة ممتازة لا تحتاج اي مصاريف,2026-04-17
chevrolet,Chevrolet Pickup 2026,2026,"35,000 KM",Manual,Diesel,"1,250,000","حلويات ❤️
Chevrolet دبابة 2026 🔥
📊 عداد: 35,000 كم
🔹 ماتور ديزل 2500 CC 
🛑جميع الكامليات 
🛑شاشه ديجيتال 
🛑 كاميرا خلفيه 
🛑زجاج ابواب كهرباء 
🛑تكييف ❄️
🛑و كماليات اخري تتخطي تكلفتها 250 الف
🛑 فرد كاوتش جداد مشيلان 
🛑عتب خارجي 
🛑اكسدامات استالس 
🛑طقم شكمان 
🛑 اضاءه Led و زينون
🛑 سنتر لوك 
🛑صاندوق استاليس 

للتواصل : +",2026-04-17
chevrolet,Chevrolet Aveo 2009,2009,"233,000 KM",Manual,Gas,"335,000","بسم الله توكلت على الله 
شيفرولية افيو ٢٠٠٩ (كوري) مانيوال 
مالك تاني من الزيرو 
مرور مدينة نصر 
رخصة حتى ٩/٢٠٢٧
فبريكا بالكامل من الخارج والداخل (خبطات مردوده على البارد ) عدا خبطه فوق غطا التانك غير مؤثرة في اي شئ مرشوشة وانا شاريها كده 
تكييف شغال تلاجه 
كاوتش ٢٠٢٥ ٤ فرد والاستبن زيرو ٢٠٢٢
بطارية متغيرة من ٥ شهور
وانا شايل من تمنها لو هتحتاج اي مصروف فالسعر بدون نقاش لو سمحتم وممنوع تواصل التجار نهائيا 
المعاينة مدينة نصر
التواصل",2026-04-17
chevrolet,Chevrolet Optra 2025,2025,0 KM,Automatic,Gas,"750,000",جديده 120كليو متر لم ترخص,2026-04-17
chevrolet,Chevrolet Optra 2010,2010,"162,000 KM",Automatic,Diesel,"370,000",أوبترا ٢٠١٠دواخل وسقف فبريكا بعض المرمات عداد ١٦٢الف رخصة مرور المنصوره باسمى,2026-04-17
nissan,Nissan Sunny 2017,2017,"193,000 KM",Automatic,Gas,"420,000",سيارة نيسان صني سوداء راشه حزام بها شاشه تاتش وكاميرا خلفيه تحتاج لبعض الصيانات البسيطه لا تتعدي 5000جنيه ماتور ممتاز قابله للتفاوض البسيط فيها رخصة سنه فحص 3 سنين لسه مجددها,2026-04-18
nissan,Nissan Sunny 2011,2011,190 KM,Automatic,Gas,"490,000",بسم الله الرحمن الرحيم والصلاة والسلام علي رسول الله نيسان صني سوبر صالون وارد اليابان فبريكة بره وجوه للغاوي فقططط للتواصل واتساب01123600109,2026-04-18
nissan,Nissan Sentra 2018,2018,"168,000 KM",Automatic,Diesel,"720,000",السيارة بحالة ممتازة وصيانة توكيل نيسان اوتوايجيبت من استلام السياة من المعرض حتى الان,2026-04-18
nissan,Nissan Patrol 2026,2026,0 KM,Automatic,Gas,"7,100,000","Nissan Patrol 2026 3,5 twin turbo platinium",2026-04-09
nissan,Nissan Sunny 2017,2017,"59,000 KM",Automatic,Gas,"570,000",السياره فابريكا بالكامل بعض الخدوش عداد ٥٩٠٠٠ قابل للزياده كاوتش جديد فرش جلد دواسه جلد كامله بصمه,2026-04-18
nissan,Nissan Sentra 2020,2020,"100,000 KM",Automatic,Gas,"700,000","[#نيسان_سنترا_٢٠٢٠]
سيارة نيسان سنترا موديل ٢٠٢٠... بصمه... بها شاشه اندرويد عالية الجوده وكاميرا.. فبريكا بره وجوه... ماشية ١٠٠ الف بس... بها فيلم حمايه ... ربنا يبارك لصاحب النصيب الصور خير دليل... والمعاينه متاحه من المالك مباشرة لا مجال للوسطاء .. سبب البيع والله اشتريت عربية جديده . السعر ٧٠٠ الف قابل للتفاوض بالمعقول ... رخصه سنتين مرور طنطا الغربية 
تليفون  متاح فون وواتس",2026-04-18
nissan,Nissan Sunny 2010,2010,"285,000 KM",Automatic,Gas,"385,000","نيسان صني n16 
موديل 2010
رشه بره بالكامل نضافه متاح كشف في اي مكان 
عداد كيلو متر 285الف",2026-04-18
nissan,Nissan Qashqai 2021,2021,"174,000 KM",Automatic,Gas,"825,000","فبريكا بالكامل 
صيانات لحد 100000km فى توكيل 
 لاتحتاج مصاريف",2026-04-18
nissan,Nissan XTrail 2012,2012,"176,000 KM",Automatic,Diesel,"650,000","nissan xtrel 2012
فابريكة دواخل بالكامل وسقف وشنطة وكبوت و الكراسي كهرباء ومثبت سرعه و دفع رباعي و abs end و زجاج ملون خلفي مكتوب علي الرخصه وفيها رخصة سنه ونص وارخصه باسم المالك و شاشات مخادع الكراسي ولون شامبين",2026-04-18
nissan,Nissan Patrol 2026,2026,0 KM,Automatic,Gas,"9,900,000","Available now at A Class Automotive 

Nissan Patrol Platinum

2026
Brand New
3.8L Naturally Aspirated V6
316Hp
386Nm of Torque
Head-up Display
Electric Seats with Memory Package
Panoramic Sunroof
Drive-Mode Selector
360-Degree Camera
Klipsch Sound System
Rear-Seat Entertainment Screens
—
  
A luxury car for your elegant personality. 

For more information,
Contact US 
 [redacted phone number]#[redacted phone number]#((01112512251))
[redacted phone number]#[redacted phone number]#((01030115118))
[redacted phone number]#[redacted phone number]#((01005856644))

Find us at 
City Park, Sheikh Zayed City, Giza Governorate
Location: https://maps. app. goo. gl/BRFrEyiU6gpikrnZ6

#A_Class_Automotive  #luxurycars",2026-04-02
nissan,Nissan Sunny 2015,2015,"41,000 KM",Automatic,Diesel,"550,000","نيسان صني موديل 2015 من المالك مباشرة بدون توكيلات او وسطاء مالك اول 
في حالة الزيرو فابريكا برا وجوا اوتماتيك عداد 40 الف كيلوا صيانة كاملة توكيل 
مرور العجمي رخصة حتي شهر 9 القادم",2026-04-18
nissan,Nissan Sentra 2019,2019,"112,000 KM",Automatic,Gas,"600,000",فبريكا جوا و برا فيها شوية مرات خفيفة المكنة و الفتيس حالة جيدة و محتاجه الصيانة الدورية هتحتاج 4 فرد,2026-04-18
nissan,Nissan Qashqai 2019,2019,"85,000 KM",Automatic,Gas,"950,000","فابريكا بره وجوه
اول مشترى 
طبقة حمايه 
رخصه جديدة 3 سنوات",2026-04-18
nissan,Nissan Sunny 2027,2027,0 KM,Automatic,Gas,"775,000","نيسان صني موديل 27 
بمقدم (240000 الف) وقسط شهري (١٣٦٦٥) لمده ٦٠ شهر 
بمقدم (330 الف) وبقسط شهري (١١٢٤٠) لمده ٦٠ شهر 
او بمقدم (415 الف) وبقسط شهري (87٧0) لمده ٦٠ شهر 
وكمان جميع العروض اول قسطين هديه 




جميع العروض بدون مصروفات إدارية وبدون تأمين إجباري وموافقة فوريه في الحال",2026-04-17
nissan,Nissan Sunny 2026,2026,0 KM,Automatic,Gas,"850,000","نيسان صني سوبر صالون 2026
زيرو - متاح التقسيط
متاح استلام فوري",2026-04-17
nissan,Nissan Qashqai 2018,2018,"207,000 KM",Automatic,Gas,"820,000",نيسان قشقاى 2018 بره و جوه بالكامل اول يد من الزيروو صيانه توكيل والفواتير كل شىء يعمل بكفاءة دلوقتى لا تحتاج اى مصاريف للجادين فقط تليفون,2026-04-17
nissan,Nissan Qashqai 2025,2025,"18,000 KM",Automatic,Gas,"1,550,000","🔥 ما شاء الله… القشقاي باللون الأزرق يخطف العين 💙🔥
📌 نيسان قشقاي 2025 – الفئة التانية
🏢 من معرض OAA Motors
✔️ فبريكا بالكامل برة وجوة (حالة زيرو بجد)
✔️ ماشية 18 ألف كم فقط
✔️ صيانات توكيل بالكامل
✨ مميزات تقيلة:
▪️ سقف بانوراما
▪️ بصمة داخلية وخارجية
▪️ مرايات ضم كهرباء
▪️ حساسات أمامية وخلفية
▪️ تحديد مسار
▪️ عليها طبقة حماية (Protection) كاملة
📄 رخصة سنة ونص
🚗 العربية مش محتاجة أي مصاريف… تركب وتمشي على طول",2026-04-17
nissan,Nissan Bluebird 2011,2011,"360,000 KM",Automatic,Gas,"470,000",سياره نيسان صني سوبر صالون خليجي مستعمله n16 مرور دمياط الجديده رخصة سنتين ونصف المعاينة كفر سعد محافظة دمياط مطلوب 470 الف للتواصل,2026-04-17
nissan,Nissan Qashqai 2014,2014,"166,000 KM",Automatic,Gas,"780,000","For sale: Nissan Qashqai 2014 – 1600cc (non-turbo)
	•	Mileage: 166,000 km
	•	Condition: Good, well maintained
	•	Transmission: Automatic
	•	Engine: 1.6L (non-turbo – reliable and economical)
Features
	•	Panoramic sunroof
	•	Rear parking sensors (installed)
	•	Steering wheel audio controls
	•	6 CD player
	•	AUX port
	•	Radio
	•	Rear center armrest with cup holders
Condition & Notes
	•	Car is in good condition for its age
	•	Drives smoothly with no major issues
	•	Practical and comfortable for daily use
	•	Economical fuel consumption

Price:780,000 EGP

Location: Maadi, Cairo

Call or WhatsApp:",2026-04-17
nissan,Nissan Sunny 2018,2018,"210,000 KM",Automatic,Gas,"500,000",فبريكا بالكامل عدا اكصدام خلفي وشنطه ورفرف خلفي شمال,2026-04-17
opel,Opel Insignia 2020,2020,"65,000 KM",Automatic,Natural Gas,"1,200,000",أوبل أنسيجنا 2020 فابريكة 65000ألف كيلو,2026-04-16
opel,Opel Astra 2008,2008,"301,000 KM",Automatic,Gas,"300,000",اوبل استرا اتش ٢٠٠٨ بصمة,2026-04-16
opel,Opel Astra 2013,2013,"151,000 KM",Automatic,Gas,"535,000","اوبل استرا 2013 كوزمو اعلي فئة
1600 سي سي
رشه حزام واقصدامين فبريكا 
سقف و شنطه وكبوت وخدين ورنيش 
فبريكا بلكامل من الداخل
عداد 151 الف شرعي 
‏‎فرش الفابريكا بحالة المصنع

‏‎ كامله. 

‏‎٤ زجاج كهرباء
وحدة رفع كامله
‏‎، جنوط اسبور،

‏‎ ايرباج،

‏‎ مثبت سرعة،

‏ ABS ، EBD

‏‎ ، تحكم طاره،

‏‎ تكييف يعمل بكفاءة عالية، 

‏‎مرايات ضم كهرباء

‏‎السياره بحالة الزيرو

‏‎البيع بعقد مسجل
ارقام التواصل 
 
السعر 535 ألف",2026-04-16
opel,Opel Corsa 2004,2004,0 KM,Manual,Natural Gas,"275,000","A Fiat Punto is available for sale. This listing shows the car with a manual transmission and a mileage of 135000 kilometers. The exterior color is not specified. Notable features include alloy wheels, air conditioning, remote keyless entry, front and back power windows, an alarm system, electric mirrors, leather seats, and power steering. The price for this vehicle is 390,000. This is an opportunity to view a practical compact car with a range of comfort and convenience features. For more details and to arrange a viewing, contact us today.",2026-04-12
opel,Opel Corsa 1995,1995,"150,000 KM",Manual,Gas,"175,000",اوبل كورسا ١٩٩٥_ راشه بره نضافه_ دواخل فابريكة بالكامل_ مرور السويس_ ١٢٠٠ سي سي _ زجاج كهرباء_ تكيف_ فرش جلد _ بحاله ممتازه_معاينه السويس.,2026-04-16
opel,Opel Crossland 2022,2022,"40,000 KM",Automatic,Gas,"890,000","اختيارك الصح يبدأ من هنا… راحة + اعتمادية + عملية في عربية أوروبية

Opel Crossland 2022 – أعلى فئة



 قسط بمقدم 261,000 جنيه فقط (30%)
 فائدة سنوية 14%
 بدون مصاريف إدارية
 بدون تأمين إجباري
 استلام فوري

ولو معاك عربية؟
 نشتري أو نبدّل بأعلى سعر 



 الموديل: 2022
 الفئة: أعلى فئة
 العداد: 40,000 كم
 الحالة: فابريكا بالكامل
 الصيانات: توكيل بالكامل
 الرخصة: سنه



 الأوبشنات / الكماليات:
 شاشة تاتش + Apple CarPlay & Android Auto
 طارة مالتي فانكشن
 تكييف أوتوماتيك
 ABS – EBD – ESP – Airbags
 حساسات ركن أمامية وخلفية
 كاميرا خلفية
 بصمة (دخول وتشغيل بدون مفتاح)
 مثبت سرعة + محدد سرعة
 مرايات كهرباء + ضم
 جنوط سبور
 إضاءة LED
 سقف بانوراما
 فرش جلد/قماش



 ليه تختار Opel Crossland؟
 عربية أوروبية عملية جدًا
 موفرة في البنزين
 مريحة في المشي والسفر
 حجم مناسب للمدينة وسهلة الركنة
 إعادة بيع محترمة 



 السعر: 890,000 جنيه
 متاح كاش – قسط – استبدال",2026-04-16
opel,Opel Astra 2020,2020,"140,000 KM",Automatic,Gas,"760,000","1400cc turbo
صيانات توكيل
فبريكا بالكامل

بلوتوث
تكييف dual zone
چنط ١٦
طارة multifunction
مثبت سرعة
سنسور ركنة خلفى",2026-04-16
opel,Opel Vectra 2001,2001,"250,000 KM",Automatic,Gas,"325,000",":أوبل فيكترا 2001 أوتوماتيك – فبريكا دواخل – حالة ممتازة – فتيس جديد

الوصف:أوبل فيكترا B2 موديل 2001أوتوماتيكموتور 2000 سي سي Twin Cam Ecotec

فبريكا دواخل بالكاملبعض الخوارج بها رش تجميلي للنظافة

حالة ممتازة جدًاموتور بحالة ممتازةفتيس جديد بالكامللا تحتاج أي مصاريف

بطارية جديدة + كاوتش جديد

الكماليات:سنتر لوكمرايات كهرباءABSشاشةجنوط 16تكييف شغال ممتازصالون نضيف جدًا

العربية جاهزة على المفتاحمعاينة خير دليل

السعر: 335,000 جنيه (قابل للتفاوض البسيط)

للتواصل:تليفون / واتساب: (اكتب رقمك هنا)",2026-04-16
opel,Opel Astra 2013,2013,"203,000 KM",Automatic,Gas,"530,000","اوبل استرا حاله ممتازة رشه خارجي عدا السقف دواخل السيارة زيروووو مالك اول من الزيرو 
سيارة محترمه 
رخصه سنه ونص 
مرور الاميريه 
رقم التليفون /",2026-04-16
opel,Opel Vectra 2000,2000,"290,000 KM",Automatic,Gas,"320,000","الموديل: 2000 (فيكترا B2).
​المحرك: 2000 CC ECOTEC (المكنة السوداء)، أداء قوي جداً وسحب ممتاز، الموتور حالته ممتازة (بدون تسريبات).
​ناقل الحركة: أوتوماتيك (يعمل بكفاءة مع وجود نظام الـ Sport Mode والـ Snow Mode).
​الكماليات: جنوط سبور أوبل الأصلية، صالون جلد أسود بحالة ممتازة، باور، سنتر لوك، زجاج كهرباء، مرايات كهرباء.",2026-04-15
opel,Opel Grandland 2021,2021,"152,000 KM",Automatic,Diesel,"1,120,000","اوبل جراند لاند اكس 2021 فابريكا بالكامل ١٥٢٠٠٠ كم 
رخصة ٩ شهور",2026-04-15
opel,Opel Crossland 2019,2019,"79,000 KM",Automatic,Gas,"720,000","Opel Crossland 2019
1100 cc Turbo
فابريكا بالكامل
عداد 78,000 كم
سينسور امامي و خلفي
كاميرا خلفية
مثبت سرعة
زجاج جانبي و خلفي ملون
Apple Carplay
Lane Assist
Automatic-Light
جميع الصيانات كاملة
رخصة و فحص ساريين سنتين و نصف",2026-04-15
opel,Opel Astra 2021,2021,0 KM,Automatic,Gas,"700,000",العربيه بحاله ممتازه صيانات توكيل فابريكا بالكامل,2026-04-15
opel,Opel Vectra 2008,2008,"300,000 KM",Automatic,Gas,"360,000","فيكترا سي توب لاين اعلي فئه 
مسطحات شركه ( سقف كبوت شنطه ) 
ماتور جديد من شهر ٩ ماشي ٤٥ اللف 
طقم ديسك و اسطوانه زيرو 
مثبت سرعه 
فتحه سقف 
سخنات كراسي 
طاره مالتي 
طقم دوسات و فرش فوق الاصلي 
فبريكا دواخل بالكامل 
كل ال عربيه عايزاه بما يرضي الله ( حشو علبه بيئه * طقم بوجيهات*تلميع و رش الاكصدام الامامي و الخلفي * شد السقف من جوا ) يعني مش اكتر من ١٠ آلاف",2026-04-15
opel,Opel Corsa 2014,2014,"220,000 KM",Automatic,Gas,"490,000","أوبل كورسا – حالة ممتازة
السيارة فبريكا برة و جوة ،
وفيها رشة جنب يمين فقط بسبب حاكة خفيفة (تجميل مش حادث)
ماتور و فتيس بحالة ممتازة ، 
العربية استخدام شخصي
المعاينه في الشروق او مصر الجديده",2026-04-15
opel,Opel Astra 2016,2016,"143,000 KM",Automatic,Gas,"640,000","تاني مالك من الزيرو 
فابريكا بالكامل عدا اكصدامين و رفرف 
صيانه منتظمه بالكامل 
شاشه تاتش بتدعم ابل كار بلاي و اندرويد اوتو 
لا تحتاج إلي أي مصاريف نهائي",2026-04-15
opel,Opel Grandland 2022,2022,"92,000 KM",Automatic,Gas,"1,220,000","اوبل جراند لاند ٢٠٢٢
اعلي فئه بحاله الزيرووو
فبريكه بالكامل صينات توكيل.",2026-04-15
opel,Opel Insignia 2017,2017,"180,000 KM",Automatic,Gas,"775,000",عربيه  اوبل  انسجينا  موديل 2017  للبيع  فبريكه بره  وجوة  توب  لاين اعلي  فئه عداد ١٨٠  الف  كيلو  متر,2026-04-15
opel,Opel Grandland 2020,2020,"159,000 KM",Automatic,Gas,"1,125,000","OPEL GRANDLAND X
فبريكه بالكامل 
صيانات توكيل من الزيرو 

موديل 2020
عداد 159000

الفئة قبل الأخيرة
فوانيس ليد أمامي خلفي 
مقاعد جلد 
فتحة سقف بانوراما
مرايا كهربا 
طارة ملتي 
تحكم مقود 
شاشة 11 انش 
CAR PLAY 
بريك كهربا 
حساسات ركن أمامي خلفي 
مثبت سرعة 
مانع انزلاق 
والكثيررررر من المواصفات 

للمزيد من المعلومات زورو معرضنا 
شارع التسعين الشمالي جانب بيت المشويات
للاتصال : [redacted phone number]#(01020348834)",2026-04-14
opel,Opel Insignia 2016,2016,"133,000 KM",Automatic,Gas,"920,000","اويل انيسيجنيا 2016 توب لاين فابريكه بالكامل
133.000km
صيانات توكيل بالكامل",2026-04-14
peugeot,Peugeot 408 2025,2025,"39,000 KM",Automatic,Diesel,"1,825,000","العربيه اعلي فئة 
صيانات توكيل 
كان فيها خبطة في الباب مكنتش كبيره وعملتها في التوكيل ومعايا صوره للخبطه توضح انها كانت بسيطه 
فيها شوية خرابيش وخبطه صغيره في الرفرف اليمين خلفي.
الصوره التانيه معلم علي الخبطه للتوضيح انها صغيره جدا .
السعر غير قابل الفصال نهائياً لأني مراعي كل حاجة وانا بحط السعر .",2026-04-13
peugeot,Peugeot 5008 2011,2011,0 KM,Automatic,Diesel,"525,000",فبريكه دواخل راشه حزام نضافه مرور مدينه نصر رخصه سنه حالة ممتازة مش محتاجه مصروف صيانات دوريه حرفيا,2026-04-13
peugeot,Peugeot 307 2007,2007,"250,000 KM",Automatic,Natural Gas,"350,000",بيجو 2007فابريكا دواخل رش من برا فقط ،عربية لها جميع الصيانات موتور و عفشة بحالة ممتازة,2026-04-12
peugeot,Peugeot 405 2002,2002,"105,000 KM",Manual,Gas,"200,000",بيجو ٤٠٥ ٢٠٠٢ راش من الخارج ماعدا السقف,2026-04-12
peugeot,Peugeot 3008 2025,2025,"4,000 KM",Automatic,Gas,"1,999,000","4000 km 
2025 
zeroooo",2026-04-12
peugeot,Peugeot 5008 2026,2026,0 KM,Automatic,Gas,"2,575,000","Peugeot 5008 GT – مساحة أكبر… فخامة أكتر… أداء أقوى 

لو محتاج SUV عائلية بطابع رياضي وتصميم أوروبي مميز،
بيجو 
5008 GT بتقدملك 7 ركاب براحة كاملة + تكنولوجيا حديثة +

متاح تقسيط بنكي و شركات تمويل",2026-04-06
peugeot,Peugeot 308 2011,2011,"160,000 KM",Automatic,Gas,"370,000","رشه برا 
عداد 160 الف
كاميرا خلفية 
شاشة اندرويد",2026-04-12
peugeot,Peugeot 3008 2020,2020,"173,000 KM",Automatic,Gas,"1,400,000","سياره بيجو 3008 لون نحاسي فابريكا بالكامل أعلي فئه GT. LINE. 
للاستعلام  فون او واتساب 
01501511117
01555401558 
01557195009
01558079500
01066536693
01111182913",2026-04-12
peugeot,Peugeot 207 2008,2008,"160,000 KM",Automatic,Gas,"420,000","السيارة فبريكا بالكامل برا وجوه
عدا مرمه صغيره بالأكصدام
معمول ليها سيرفيس كامل وبها رخصة 3 سنوات",2026-04-12
peugeot,Peugeot 3008 2019,2019,"150,000 KM",Automatic,Gas,"1,150,000","بيچو 3008 ٢٠١٩
GT Line 
عداد ١٥٠ الف كم 
دواخل فابريكا 
دهان خارجى عدا السقف
وسائد هوائية 
تحكم طارة
بصمة داخلية وخارجية
سقف بانوراما
مقاعد كهربائية memories 
فرش جلد طبيعى أصلى
محدد سرعة
شاشة + كاميرا خلفية
مساعد ركن خلفى
چنط سبور two tone 
ليد أمامى وخلفى
مرايات ضم
ABS/EBD/ESP
١١٥٠٠٠٠ جنيه",2026-04-12
peugeot,Peugeot 301 2014,2014,"198,000 KM",Automatic,Diesel,"450,000",رشه خارجي فبريكه دواخل والسقف,2026-04-12
peugeot,Peugeot 301 2020,2020,"116,000 KM",Automatic,Gas,"620,000",السياره( Peugeot 301 )في التامين وجميع الصيانات بالتوكيل,2026-04-12
peugeot,Peugeot 405 2007,2007,"135,000 KM",Manual,Gas,"180,000",بيجو ٤٠٥ سيارة فبريكيه داخل كلها الحمد لله و سقف حاله ممتاز بسم لله ما شاء الله,2026-04-12
peugeot,Peugeot 301 2015,2015,"279,000 KM",Automatic,Gas,"460,000","Striking value from Peugeot with a Practical sedan profile. This 2015 Peugeot 301 is listed for sale with a well-rounded set of features and a reliable automatic transmission. The vehicle has been driven 279,000 kilometers and comes in a dark grey exterior with a matching interior feel.

Key specifications include a gasoline engine, automatic transmission, and practical dimensions suited for daily driving. Exterior color is dark grey, and interior materials include fabric seating. Safety and comfort features present are ABS, driver and passenger airbags, air conditioning, power steering, central lock, cruise control, cassette radio, CD player, AUX input, and ESP support.

This listing emphasizes basic convenience and essential amenities, suitable for everyday commuting or family use. If you’re seeking a budget-friendly option with real-world practicality, this Peugeot 301 is worth considering. For more information or to arrange a viewing, contact now.",2026-04-12
